Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Ettercap,XMM,"[""M""]",monstrosity,"[""N"", ""E""]",[13],"{""average"": 44, ""formula"": ""8d8 + 8""}","{""walk"": 30, ""climb"": 30}",14,15,13,7,12,8,,"{""perception"": ""+3"", ""stealth"": ""+4"", ""survival"": ""+3""}",13,,2,"[{""name"": ""Spider Climb"", ""entries"": [""The ettercap can climb difficult surfaces, including along ceilings, without needing to make an ability check.""]}, {""name"": ""Web Walker"", ""entries"": [""The ettercap ignores movement restrictions caused by webs, and the ettercap knows the location of any other creature in contact with the same web.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The ettercap makes one Bite attack and one Claw attack.""]}, {""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}5 ({@damage 1d6 + 2}) Piercing damage plus 2 ({@damage 1d4}) Poison damage, and the target has the {@condition Poisoned|XPHB} condition until the start of the ettercap's next turn.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}7 ({@damage 2d4 + 2}) Slashing damage.""]}, {""name"": ""Web Strand {@recharge 5}"", ""entries"": [""{@actSave dex} {@dc 12}, one Large or smaller creature the ettercap can see within 30 feet. {@actSaveFail} The target has the {@condition Restrained|XPHB} condition until the web is destroyed (AC 10; HP 5; {@variantrule Vulnerability|XPHB} to Fire damage; {@variantrule Immunity|XPHB} to Bludgeoning, Poison, and Psychic damage).""]}]","[{""name"": ""Reel"", ""entries"": [""The ettercap pulls one creature within 30 feet of itself that is {@condition Restrained|XPHB} by its Web Strand up to 25 feet straight toward itself.""]}]",,,
Ettin,XMM,"[""L""]",giant,"[""C"", ""E""]",[12],"{""average"": 85, ""formula"": ""10d10 + 30""}","{""walk"": 40}",21,8,17,6,10,8,,"{""perception"": ""+4""}",14,"[""Giant""]",4,,"[{""name"": ""Multiattack"", ""entries"": [""The ettin makes one Battleaxe attack and one Morningstar attack.""]}, {""name"": ""Battleaxe"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}14 ({@damage 2d8 + 5}) Slashing damage. If the target is a Large or smaller creature, it has the {@condition Prone|XPHB} condition.""]}, {""name"": ""Morningstar"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}14 ({@damage 2d8 + 5}) Piercing damage, and the target has {@variantrule Disadvantage|XPHB} on the next attack roll it makes before the end of its next turn.""]}]",,,,
Fire Elemental,XMM,"[""L""]",elemental,"[""N""]",[13],"{""average"": 93, ""formula"": ""11d10 + 33""}","{""walk"": 50}",10,17,16,6,10,7,,,10,"[""Primordial (Ignan)""]",5,"[{""name"": ""Fire Aura"", ""entries"": [""At the end of each of the elemental's turns, each creature in a 10-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the elemental takes 5 ({@damage 1d10}) Fire damage. Creatures and flammable objects in the {@variantrule Emanation [Area of Effect]|XPHB|Emanation} start {@hazard burning|XPHB}.""]}, {""name"": ""Fire Form"", ""entries"": [""The elemental can move through a space as narrow as 1 inch without expending extra movement to do so, and it can enter a creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 ({@damage 1d10}) Fire damage.""]}, {""name"": ""Illumination"", ""entries"": [""The elemental sheds {@variantrule Bright Light|XPHB} in a 30-foot radius and {@variantrule Dim Light|XPHB} for an additional 30 feet.""]}, {""name"": ""Water Susceptibility"", ""entries"": [""The elemental takes 3 ({@damage 1d6}) Cold damage for every 5 feet the elemental moves in water or for every gallon of water splashed on it.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The elemental makes two Burn attacks.""]}, {""name"": ""Burn"", ""entries"": [""{@atkr m} {@hit 6}, reach 5 ft. {@h}10 ({@damage 2d6 + 3}) Fire damage. If the target is a creature or a flammable object, it starts {@hazard burning|XPHB}.""]}]",,,,
Fire Giant,XMM,"[""H""]",giant,"[""L"", ""E""]",[18],"{""average"": 162, ""formula"": ""13d12 + 78""}","{""walk"": 30}",25,9,23,10,14,13,"{""dex"": ""+3"", ""con"": ""+10"", ""cha"": ""+5""}","{""athletics"": ""+11"", ""perception"": ""+6""}",16,"[""Giant""]",9,,"[{""name"": ""Multiattack"", ""entries"": [""The giant makes two attacks, using Flame Sword or Hammer Throw in any combination.""]}, {""name"": ""Flame Sword"", ""entries"": [""{@atkr m} {@hit 11}, reach 10 ft. {@h}21 ({@damage 4d6 + 7}) Slashing damage plus 10 ({@damage 3d6}) Fire damage.""]}, {""name"": ""Hammer Throw"", ""entries"": [""{@atkr r} {@hit 11}, range 60/240 ft. {@h}23 ({@damage 3d10 + 7}) Bludgeoning damage plus 4 ({@damage 1d8}) Fire damage, and the target is pushed up to 15 feet straight away from the giant and has {@variantrule Disadvantage|XPHB} on the next attack roll it makes before the end of its next turn.""]}]",,,,
Flesh Golem,XMM,"[""M""]",construct,"[""N""]",[9],"{""average"": 127, ""formula"": ""15d8 + 60""}","{""walk"": 30}",19,9,18,6,10,5,,,10,"[""understands Common plus one other language but can't speak""]",5,"[{""name"": ""Aversion to Fire"", ""entries"": [""If the golem takes Fire damage, it has {@variantrule Disadvantage|XPHB} on attack rolls and ability checks until the end of its next turn.""]}, {""name"": ""Berserk"", ""entries"": [""Whenever the golem starts its turn {@status Bloodied|XPHB}, roll {@dice 1d6}. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object. Once the golem goes berserk, it remains so until it is destroyed or it is no longer {@status Bloodied|XPHB}."", ""The golem's creator, if within 60 feet of the berserk golem, can try to calm it by taking an action to make a {@dc 15} Charisma ({@skill Persuasion|XPHB}) check; the golem must be able to hear its creator. If this check succeeds, the golem ceases being berserk until the start of its next turn, at which point it resumes rolling for the Berserk trait again if it is still {@status Bloodied|XPHB}.""]}, {""name"": ""Immutable Form"", ""entries"": [""The golem can't shape-shift.""]}, {""name"": ""Lightning Absorption"", ""entries"": [""Whenever the golem is subjected to Lightning damage, it regains a number of {@variantrule Hit Points|XPHB} equal to the Lightning damage dealt.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The golem has {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The golem makes two Slam attacks.""]}, {""name"": ""Slam"", ""entries"": [""{@atkr m} {@hit 7}, reach 5 ft. {@h}13 ({@damage 2d8 + 4}) Bludgeoning damage plus 4 ({@damage 1d8}) Lightning damage.""]}]",,,,
Flying Snake,XMM,"[""T""]",monstrosity,"[""U""]",[14],"{""average"": 5, ""formula"": ""2d4""}","{""walk"": 30, ""fly"": 60, ""swim"": 30}",4,15,11,2,12,5,,,11,,1/8,"[{""name"": ""Flyby"", ""entries"": [""The snake doesn't provoke an Opportunity Attack when it flies out of an enemy's reach.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}1 Piercing damage plus 5 ({@damage 2d4}) Poison damage.""]}]",,,,
Frog,XMM,"[""T""]",beast,"[""U""]",[11],"{""average"": 1, ""formula"": ""1d4 - 1""}","{""walk"": 20, ""swim"": 20}",1,13,8,1,8,3,,"{""perception"": ""+1"", ""stealth"": ""+3""}",11,,0,"[{""name"": ""Amphibious"", ""entries"": [""The frog can breathe air and water.""]}, {""name"": ""Standing Leap"", ""entries"": [""The frog's {@variantrule Long Jump|XPHB} is up to 10 feet and its {@variantrule High Jump|XPHB} is up to 5 feet with or without a running start.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 3}, reach 5 ft. {@h}1 Piercing damage.""]}]",,,,
Frost Giant,XMM,"[""H""]",giant,"[""N"", ""E""]",[15],"{""average"": 149, ""formula"": ""13d12 + 65""}","{""walk"": 40}",23,9,21,9,10,12,"{""con"": ""+8"", ""wis"": ""+3"", ""cha"": ""+4""}","{""athletics"": ""+9"", ""perception"": ""+3""}",13,"[""Giant""]",8,,"[{""name"": ""Multiattack"", ""entries"": [""The giant makes two attacks, using Frost Axe or Great Bow in any combination.""]}, {""name"": ""Frost Axe"", ""entries"": [""{@atkr m} {@hit 9}, reach 10 ft. {@h}19 ({@damage 2d12 + 6}) Slashing damage plus 9 ({@damage 2d8}) Cold damage.""]}, {""name"": ""Great Bow"", ""entries"": [""{@atkr r} {@hit 9}, range 150/600 ft. {@h}17 ({@damage 2d10 + 6}) Piercing damage plus 7 ({@damage 2d6}) Cold damage, and the target's {@variantrule Speed|XPHB} decreases by 10 feet until the end of its next turn.""]}]","[{""name"": ""War Cry {@recharge 5}"", ""entries"": [""The giant or one creature of its choice that can see or hear it gains 16 ({@dice 2d10 + 5}) {@variantrule Temporary Hit Points|XPHB} and has {@variantrule Advantage|XPHB} on attack rolls until the start of the giant's next turn.""]}]",,,
Gargoyle,XMM,"[""M""]",elemental,"[""C"", ""E""]",[15],"{""average"": 67, ""formula"": ""9d8 + 27""}","{""walk"": 30, ""fly"": 60}",15,11,16,6,11,7,,"{""stealth"": ""+4""}",10,"[""Primordial (Terran)""]",2,"[{""name"": ""Flyby"", ""entries"": [""The gargoyle doesn't provoke an Opportunity Attack when it flies out of an enemy's reach.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The gargoyle makes two Claw attacks.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}7 ({@damage 2d4 + 2}) Slashing damage.""]}]",,,,
Gelatinous Cube,XMM,"[""L""]",ooze,"[""U""]",[6],"{""average"": 63, ""formula"": ""6d10 + 30""}","{""walk"": 15}",14,3,20,1,6,1,,,8,,2,"[{""name"": ""Ooze Cube"", ""entries"": [""The cube fills its entire space and is transparent. Other creatures can enter that space, but a creature that does so is subjected to the cube's Engulf and has {@variantrule Disadvantage|XPHB} on the saving throw."", ""Creatures inside the cube have {@variantrule Cover|XPHB|Total Cover}, and the cube can hold one Large creature or up to four Medium or Small creatures inside itself at a time."", ""As an action, a creature within 5 feet of the cube can pull a creature or an object out of the cube by succeeding on a {@dc 12} Strength ({@skill Athletics|XPHB}) check, and the puller takes 10 ({@damage 3d6}) Acid damage.""]}, {""name"": ""Transparent"", ""entries"": [""Even when the cube is in plain sight, a creature must succeed on a {@dc 15} Wisdom ({@skill Perception|XPHB}) check to notice the cube if the creature hasn't witnessed the cube move or otherwise act.""]}]","[{""name"": ""Pseudopod"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}12 ({@damage 3d6 + 2}) Acid damage.""]}, {""name"": ""Engulf"", ""entries"": [""The cube moves up to its {@variantrule Speed|XPHB} without provoking {@action Opportunity Attack|XPHB|Opportunity Attacks}. The cube can move through the spaces of Large or smaller creatures if it has room inside itself to contain them (see the Ooze {@variantrule Cube [Area of Effect]|XPHB|Cube} trait). {@actSave dex} {@dc 12}, each creature whose space the cube enters for the first time during this move. {@actSaveFail} 10 ({@damage 3d6}) Acid damage, and the target is engulfed. An engulfed target is suffocating, can't cast spells with a Verbal component, has the {@condition Restrained|XPHB} condition, and takes 10 ({@damage 3d6}) Acid damage at the start of each of the cube's turns. When the cube moves, the engulfed target moves with it. An engulfed target can try to escape by taking an action to make a {@dc 12} Strength ({@skill Athletics|XPHB}) check. On a successful check, the target escapes and enters the nearest unoccupied space. {@actSaveSuccess} Half damage, and the target moves to an unoccupied space within 5 feet of the cube. If there is no unoccupied space, the target fails the save instead.""]}]",,,,
Ghast,XMM,"[""M""]",undead,"[""C"", ""E""]",[13],"{""average"": 36, ""formula"": ""8d8""}","{""walk"": 30}",16,17,10,11,10,8,"{""wis"": ""+2""}",,10,"[""Common""]",2,"[{""name"": ""Stench"", ""entries"": [""{@actSave con} {@dc 10}, any creature that starts its turn in a 5-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from the ghast. {@actSaveFail} The target has the {@condition Poisoned|XPHB} condition until the start of its next turn. {@actSaveSuccess} The target is immune to this ghast's Stench for 24 hours.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}7 ({@damage 1d8 + 3}) Piercing damage plus 9 ({@damage 2d8}) Necrotic damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}10 ({@damage 2d6 + 3}) Slashing damage. If the target is a non-Undead creature, it is subjected to the following effect. {@actSave con} {@dc 10}. {@actSaveFail} The target has the {@condition Paralyzed|XPHB} condition until the end of its next turn.""]}]",,,,
Ghost,XMM,"[""M""]",undead,"[""N""]",[11],"{""average"": 45, ""formula"": ""10d8""}","{""walk"": 5, ""fly"": {""number"": 40, ""condition"": ""(hover)""}, ""canHover"": true}",7,13,10,10,12,17,,,11,"[""Common plus one other language""]",4,"[{""name"": ""Ethereal Sight"", ""entries"": [""The ghost can see 60 feet into the Ethereal Plane when it is on the Material Plane.""]}, {""name"": ""Incorporeal Movement"", ""entries"": [""The ghost can move through other creatures and objects as if they were {@variantrule Difficult Terrain|XPHB}. It takes 5 ({@damage 1d10}) Force damage if it ends its turn inside an object.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The ghost makes two Withering Touch attacks.""]}, {""name"": ""Withering Touch"", ""entries"": [""{@atkr m} {@hit 5}, reach 5 ft. {@h}19 ({@damage 3d10 + 3}) Necrotic damage.""]}, {""name"": ""Horrific Visage"", ""entries"": [""{@actSave wis} {@dc 13}, each creature in a 60-foot {@variantrule Cone [Area of Effect]|XPHB|Cone} that can see the ghost and isn't an Undead. {@actSaveFail} 10 ({@damage 2d6 + 3}) Psychic damage, and the target has the {@condition Frightened|XPHB} condition until the start of the ghost's next turn. {@actSaveSuccess} The target is immune to this ghost's Horrific Visage for 24 hours.""]}, {""name"": ""Possession {@recharge}"", ""entries"": [""{@actSave cha} {@dc 13}, one Humanoid the ghost can see within 5 feet. {@actSaveFail} The target is possessed by the ghost; the ghost disappears, and the target has the {@condition Incapacitated|XPHB} condition and loses control of its body. The ghost now controls the body, but the target retains awareness. The ghost can't be targeted by any attack, spell, or other effect, except ones that specifically target Undead. The ghost's game statistics are the same, except it uses the possessed target's {@variantrule Speed|XPHB}, as well as the target's Strength, Dexterity, and Constitution modifiers."", ""The possession lasts until the body drops to 0 {@variantrule Hit Points|XPHB} or the ghost leaves as a {@variantrule Bonus Action|XPHB}. When the possession ends, the ghost appears in an unoccupied space within 5 feet of the target, and the target is immune to this ghost's {@variantrule Possession|XPHB} for 24 hours. {@actSaveSuccess} The target is immune to this ghost's {@variantrule Possession|XPHB} for 24 hours.""]}]",,,,"[{""name"": ""Etherealness"", ""type"": ""spellcasting"", ""headerEntries"": [""The ghost casts the {@spell Etherealness|XPHB} spell, requiring no spell components and using Charisma as the spellcasting ability. The ghost is visible on the Material Plane while on the Border Ethereal and vice versa, but it can't affect or be affected by anything on the other plane.""], ""will"": [""{@spell Etherealness|XPHB}""], ""ability"": ""cha"", ""displayAs"": ""action"", ""hidden"": [""will""]}]"
Ghoul,XMM,"[""M""]",undead,"[""C"", ""E""]",[12],"{""average"": 22, ""formula"": ""5d8""}","{""walk"": 30}",13,15,10,7,10,6,,,10,"[""Common""]",1,,"[{""name"": ""Multiattack"", ""entries"": [""The ghoul makes two Bite attacks.""]}, {""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}5 ({@damage 1d6 + 2}) Piercing damage plus 3 ({@damage 1d6}) Necrotic damage.""]}, {""name"": ""Claw"", ""entries"": [""{@atkr m} {@hit 4}, reach 5 ft. {@h}4 ({@damage 1d4 + 2}) Slashing damage. If the target is a creature that isn't an Undead or elf, it is subjected to the following effect. {@actSave con} {@dc 10}. {@actSaveFail} The target has the {@condition Paralyzed|XPHB} condition until the end of its next turn.""]}]",,,,
Giant Ape,XMM,"[""H""]",beast,"[""U""]",[12],"{""average"": 168, ""formula"": ""16d12 + 64""}","{""walk"": 40, ""climb"": 40}",23,14,18,5,12,7,,"{""athletics"": ""+9"", ""perception"": ""+4"", ""survival"": ""+4""}",14,,7,,"[{""name"": ""Multiattack"", ""entries"": [""The ape makes two Fist attacks.""]}, {""name"": ""Fist"", ""entries"": [""{@atkr m} {@hit 9}, reach 10 ft. {@h}22 ({@damage 3d10 + 6}) Bludgeoning damage.""]}, {""name"": ""Boulder Toss {@recharge}"", ""entries"": [""The ape hurls a boulder at a point it can see within 90 feet. {@actSave dex} {@dc 17}, each creature in a 5-foot-radius {@variantrule Sphere [Area of Effect]|XPHB|Sphere} centered on that point. {@actSaveFail} 24 ({@damage 7d6}) Bludgeoning damage. If the target is a Large or smaller creature, it has the {@condition Prone|XPHB} condition. {@actSaveSuccess} Half damage only.""]}]","[{""name"": ""Leap"", ""entries"": [""The ape jumps up to 30 feet by spending 10 feet of movement.""]}]",,,
Giant Badger,XMM,"[""M""]",beast,"[""U""]",[13],"{""average"": 15, ""formula"": ""2d8 + 6""}","{""walk"": 30, ""burrow"": 10}",13,10,17,2,12,5,,"{""perception"": ""+3""}",13,,1/4,,"[{""name"": ""Bite"", ""entries"": [""{@atkr m} {@hit 3}, reach 5 ft. {@h}6 ({@damage 2d4 + 1}) Piercing damage.""]}]",,,,
